ScanSourceItemNumber,ManufacturerItemNumber,Manufacturer,ItemStatus,PlantMaterialStatusValidfrom,ItemImage,ReboxItem,BStockItem,CatalogName,BusinessUnit,CategoryPath,ProductFamilyImage,ProductFamilyDescription,ProductFamilyHeadline,Description,ProductFamily
PAN-CFVSP31H1T1,CF-VSP31H1T1,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Accessories//Other Accessories//Panasonic Toughbook Acc.,http://s7d5.scene7.com/is/image/ScanSource/icon-accessories,Panasonic offers a complete line of accessories for every solution,Panasonic Toughbook accessories,"1TB HDD 7200RPM FOR CF-31 MK5, MK6",Panasonic Toughbook Acc.
PAN-CFVSDR33511,CF-VSDR33511,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Accessories//Other Accessories//Panasonic Toughbook Acc.,http://s7d5.scene7.com/is/image/ScanSource/icon-accessories,Panasonic offers a complete line of accessories for every solution,Panasonic Toughbook accessories,512GB QUICK-RELEASE SSD SPARE FOR CF-33 MK1. INCLUDES INSERTABLE SMARTCARD. ONLY COMPATIBLE ON CF-33 SKUS EQUIPPED WITH THE OPTIONAL INTEGRATED QUICK-RELEASE SSD BUMP OUT,Panasonic Toughbook Acc.
PAN-CFVSDR33251,CF-VSDR33251,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Accessories//Other Accessories//Panasonic Toughbook Acc.,http://s7d5.scene7.com/is/image/ScanSource/icon-accessories,Panasonic offers a complete line of accessories for every solution,Panasonic Toughbook accessories,INTEGRATED QUICK-RELEASE SSD BUMP OUT SMARTCARD. ONLY COMPATIBLE ON CF-33 SKUS EQUIPPED WITH THE OPTIONAL 256GB QUICK-RELEASE SSD SPARE FOR CF-33 MK1. INCLUDES INSERTABLE,Panasonic Toughbook Acc.
PAN-CFVSD205112,CF-VSD205112,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Accessories//Other Accessories//Panasonic Toughbook Acc.,http://s7d5.scene7.com/is/image/ScanSource/icon-accessories,Panasonic offers a complete line of accessories for every solution,Panasonic Toughbook accessories,512GB QUICK-RELEASE SSD SPARE FOR CF-20 MK2 ONLY COMPATIBLE ON CF-20 SKUS EQUIPPED WITH THE OPTIONAL INTEGRATED QUICK-RELEASE SSD BUMP OUT,Panasonic Toughbook Acc.
PAN-CFVSD202512,CF-VSD202512,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Accessories//Other Accessories//Panasonic Toughbook Acc.,http://s7d5.scene7.com/is/image/ScanSource/icon-accessories,Panasonic offers a complete line of accessories for every solution,Panasonic Toughbook accessories,256GB QUICK-RELEASE SSD SPARE FOR CF-20 MK2 ONLY COMPATIBLE ON CF-20 SKUS EQUIPPED WITH THE OPTIONAL INTEGRATED QUICK-RELEASE SSD BUMP OUT,Panasonic Toughbook Acc.
PAN-CFVPF35U,CF-VPF35U,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Accessories//Carrying and Protective Accessories//Panasonic Carry/Protection Accessories,http://s7d5.scene7.com/is/image/ScanSource/panasonic-carryprotection,"<P><BR>n this section you will be able to find:</P>
<P></P>
<UL>
<LI>Screen Protectors</LI>
<LI>Holsters and Cases</LI>
<LI>Pistol Grips</LI>
<LI>Hand Straps</LI></UL>",Panasonic offers plenty of extra protection for your devices:,"10.1"" SCREEN PROTECTOR FOR CF-20 MK2",Panasonic Carry/Protection Accessories
PAN-CFVPF34U,CF-VPF34U,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Accessories//Carrying and Protective Accessories//Panasonic Carry/Protection Accessories,http://s7d5.scene7.com/is/image/ScanSource/panasonic-carryprotection,"<P><BR>n this section you will be able to find:</P>
<P></P>
<UL>
<LI>Screen Protectors</LI>
<LI>Holsters and Cases</LI>
<LI>Pistol Grips</LI>
<LI>Hand Straps</LI></UL>",Panasonic offers plenty of extra protection for your devices:,"12.0"" SCREEN PROTECTOR FOR CF-33",Panasonic Carry/Protection Accessories
PAN-CFVPF31U,CF-VPF31U,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Accessories//Other Accessories//Panasonic Toughbook Acc.,http://s7d5.scene7.com/is/image/ScanSource/icon-accessories,Panasonic offers a complete line of accessories for every solution,Panasonic Toughbook accessories,"10.1"" Screen Protector for CF-20 Mk1, FZ-A2 Mk1 (Minimum Order Quantity 10)",Panasonic Toughbook Acc.
PAN-CFVPF29U,CF-VPF29U,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Accessories//Carrying and Protective Accessories//Panasonic Carry/Protection Accessories,http://s7d5.scene7.com/is/image/ScanSource/panasonic-carryprotection,"<P><BR>n this section you will be able to find:</P>
<P></P>
<UL>
<LI>Screen Protectors</LI>
<LI>Holsters and Cases</LI>
<LI>Pistol Grips</LI>
<LI>Hand Straps</LI></UL>",Panasonic offers plenty of extra protection for your devices:,"14.0"" GLOVED MULTI TOUCH LCD SCREEN PROTECTOR FOR FZ-55, CF-54 (MINIMUM ORDER QUANTITY 10)",Panasonic Carry/Protection Accessories
PAN-CFVPF16U,CF-VPF16U,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Accessories//Other Accessories//Panasonic Toughbook Acc.,http://s7d5.scene7.com/is/image/ScanSource/icon-accessories,Panasonic offers a complete line of accessories for every solution,Panasonic Toughbook accessories,"12.1"" Protective Film Multi Touch model for CF-29, CF-C1, CF-S9, CF-T8, CF-W5, CF-W7, CF-W8",Panasonic Toughbook Acc.
PAN-CFVPF11U,CF-VPF11U,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Accessories//Other Accessories//Panasonic Toughbook Acc.,http://s7d5.scene7.com/is/image/ScanSource/icon-accessories,Panasonic offers a complete line of accessories for every solution,Panasonic Toughbook accessories,"10.4"" Protective Film for CF-18, CF-19 Mk3, Mk4, Mk5, Mk6, Mk7, Mk8",Panasonic Toughbook Acc.
PAN-CFVNT002U,CF-VNT002U,Panasonic,CU,0001-01-01T00:00:00,http://s7d5.scene7.com/is/image/ScanSource/panasonic-cfvnt002u,false,false,ScanSource NA,1700,Mobile Computing//Accessories//Other Accessories//Panasonic Toughbook Acc.,http://s7d5.scene7.com/is/image/ScanSource/icon-accessories,Panasonic offers a complete line of accessories for every solution,Panasonic Toughbook accessories,"Tether for CF-U1, CF-19, CF-20 Mk1,CF-30, CF-31, CF-53 Mk1, Mk2, Mk4 Touch,FZ-M1",Panasonic Toughbook Acc.
PCI-CFVNT002U,CFVNT002U,Panasonic Canada,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Accessories//Other Accessories//Panasonic Toughpad Accessories,http://s7d5.scene7.com/is/image/ScanSource/icon-accessories,Panasonic offers a complete line of accessories for every solution,Complete line of Panasonic accessories,Tether for FZ-N1 Stylus,Panasonic Toughpad Accessories
PAN-CFVNS331U,CF-VNS331U,Panasonic,CU,0001-01-01T00:00:00,http://s7d5.scene7.com/is/image/ScanSource/panasonic-cfvns331u,false,false,ScanSource NA,1700,Mobile Computing//Accessories//Carrying and Protective Accessories//Panasonic Carry/Protection Accessories,http://s7d5.scene7.com/is/image/ScanSource/panasonic-carryprotection,"<P><BR>n this section you will be able to find:</P>
<P></P>
<UL>
<LI>Screen Protectors</LI>
<LI>Holsters and Cases</LI>
<LI>Pistol Grips</LI>
<LI>Hand Straps</LI></UL>",Panasonic offers plenty of extra protection for your devices:,Shoulder Strap for CF-33 Mk1,Panasonic Carry/Protection Accessories
PAN-CFVNP025U,CF-VNP025U,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Accessories//Other Accessories//Panasonic Toughbook Acc.,http://s7d5.scene7.com/is/image/ScanSource/icon-accessories,Panasonic offers a complete line of accessories for every solution,Panasonic Toughbook accessories,"REPLACEMENT STYLUS PEN FOR CF-20 MK1, FZ-A2 MK1 (GLOVED MULTI TOUCH MODEL) (Minimum Order Quantity 10)",Panasonic Toughbook Acc.
PAN-CF-VNP023U,CF-VNP023U,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Accessories//Other Accessories//Panasonic Toughpad Accessories,http://s7d5.scene7.com/is/image/ScanSource/icon-accessories,Panasonic offers a complete line of accessories for every solution,Complete line of Panasonic accessories,"Replacement digitizer pen for CF-33 Mk1, CF-20 Mk1, Mk2 (Gloved Multi Touch + Digitizer model). Waterproof meets IP55 (Minimum Order Quantity 10)",Panasonic Toughpad Accessories
PAN-CF-VNP021U,CF-VNP021U,Panasonic,CU,0001-01-01T00:00:00,http://s7d5.scene7.com/is/image/ScanSource/panasonic-cfvnp021u,false,false,ScanSource NA,1700,Mobile Computing//Accessories//Other Accessories//Panasonic ToughB Handheld Accessories,http://s7d5.scene7.com/is/image/ScanSource/icon-accessories,,,Passive Stylus FZ-N1/FZ-F1 (Minimum Order Quantity 10),Panasonic ToughB Handheld Accessories
PCI-CFVNP021U,CFVNP021U,Panasonic Canada,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Accessories//Other Accessories//Panasonic Toughpad Accessories,http://s7d5.scene7.com/is/image/ScanSource/icon-accessories,Panasonic offers a complete line of accessories for every solution,Complete line of Panasonic accessories,Passive Stylus for FZ-N1/F1,Panasonic Toughpad Accessories
PAN-CFVNP020AU,CF-VNP020AU,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Accessories//Carrying and Protective Accessories//Panasonic Carry/Protection Accessories,http://s7d5.scene7.com/is/image/ScanSource/panasonic-carryprotection,"<P><BR>n this section you will be able to find:</P>
<P></P>
<UL>
<LI>Screen Protectors</LI>
<LI>Holsters and Cases</LI>
<LI>Pistol Grips</LI>
<LI>Hand Straps</LI></UL>",Panasonic offers plenty of extra protection for your devices:,STYLUS PEN FOR TOUCH MODEL FOR CF-C2MK1.  SINGLE PEN. (MINIMUM ORDER QUANTITY 10),Panasonic Carry/Protection Accessories
PAN-CFVNP012USINGLE,CF-VNP012U-SINGLE,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Accessories//Other Accessories//Panasonic Toughbook Acc.,http://s7d5.scene7.com/is/image/ScanSource/icon-accessories,Panasonic offers a complete line of accessories for every solution,Panasonic Toughbook accessories,"Stylus Pen for CF-19 Mk2, MK4, Mk5, MK6, MK7, Mk8 Dual Touch, Single Unit",Panasonic Toughbook Acc.
PAN-CFVNP012U,CF-VNP012U,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Accessories//Other Accessories//Panasonic Toughbook Acc.,http://s7d5.scene7.com/is/image/ScanSource/icon-accessories,Panasonic offers a complete line of accessories for every solution,Panasonic Toughbook accessories,"Quantities of 10, Pricing Based On Single Pen Cost Stylus Pen for CF-19 Mk2, MK4, Mk5 Mk6, MK7, Mk8 Dual Touch - Order In",Panasonic Toughbook Acc.
PAN-CFVNP010U,CF-VNP010U,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Accessories//Other Accessories//Panasonic Toughbook Acc.,http://s7d5.scene7.com/is/image/ScanSource/icon-accessories,Panasonic offers a complete line of accessories for every solution,Panasonic Toughbook accessories,"Stylus Pen for CF-18, CF-19 Mk1, Mk2 Dual Touch, replaces CF-VNP008U - Order In Quantities of 10, Pricing Based On Single Pen Cost",Panasonic Toughbook Acc.
PAN-CFVNP010U,CF-VNP010U,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Accessories//Other Accessories//Panasonic Toughbook Acc.,http://s7d5.scene7.com/is/image/ScanSource/icon-accessories,Panasonic offers a complete line of accessories for every solution,Panasonic Toughbook accessories,"Stylus Pen for CF-18, CF-19 Mk1, Mk2 Dual Touch, replaces CF-VNP008U - Order In Quantities of 10, Pricing Based On Single Pen Cost",Panasonic Toughbook Acc.
PAN-CFVNP009U,CF-VNP009U,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Accessories//Other Accessories//Panasonic Toughbook Acc.,http://s7d5.scene7.com/is/image/ScanSource/icon-accessories,Panasonic offers a complete line of accessories for every solution,Panasonic Toughbook accessories,"Stylus pen for CF-74, CF-08, CF-30 Mk3, CF-31 Mk1, Mk2, Mk3, Mk4, Mk5, CF-52, CF-53 Mk1, Mk2 , Mk3, Mk4 Touch*, Order in Quantity of 10, Pricing Based On Single Cost",Panasonic Toughbook Acc.
PAN-CFVNP003U,CF-VNP003U,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Accessories//Other Accessories//Panasonic Toughbook Acc.,http://s7d5.scene7.com/is/image/ScanSource/icon-accessories,Panasonic offers a complete line of accessories for every solution,Panasonic Toughbook accessories,"Small Stylus Pen for CF-18,19 Touch, T2-8, CF-U1, MDWD - Order In Quantities of 10, Pricing Based On Single Pen Cost",Panasonic Toughbook Acc.
PAN-CFVNC002U,CF-VNC002U,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Accessories//Carrying and Protective Accessories//Panasonic Carry/Protection Accessories,http://s7d5.scene7.com/is/image/ScanSource/panasonic-carryprotection,"<P><BR>n this section you will be able to find:</P>
<P></P>
<UL>
<LI>Screen Protectors</LI>
<LI>Holsters and Cases</LI>
<LI>Pistol Grips</LI>
<LI>Hand Straps</LI></UL>",Panasonic offers plenty of extra protection for your devices:,BLUE CLOTH MINIMUM ORDER QTY 50 PCS,Panasonic Carry/Protection Accessories
PAN-CFVNC001W,CF-VNC001W,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Accessories//Other Accessories//Panasonic Toughbook Acc.,http://s7d5.scene7.com/is/image/ScanSource/icon-accessories,Panasonic offers a complete line of accessories for every solution,Panasonic Toughbook accessories,"Soft Cloth Minimum order 50pc $10 SRP = 1 cloth for CF-U1, CF-H1, CF-H2,    CF-19, CF-74, CF-31, CF-53",Panasonic Toughbook Acc.
PAN-CFVNB1901W2,CF-VNB1901W2,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Accessories//Other Accessories//Panasonic Toughbook Acc.,http://s7d5.scene7.com/is/image/ScanSource/icon-accessories,Panasonic offers a complete line of accessories for every solution,Panasonic Toughbook accessories,Leather Case kit UL1604's Gobi for CF-19,Panasonic Toughbook Acc.
PAN-CFVKB331M,CF-VKB331M,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Accessories//Other Accessories//Panasonic Toughbook Acc.,http://s7d5.scene7.com/is/image/ScanSource/icon-accessories,Panasonic offers a complete line of accessories for every solution,Panasonic Toughbook accessories,"Lite Keyboard for CF-33. Emissive red backlit (4 levels), Foot kickstand  - display opens to 100 degree angle.  Compatible with Tablet and 31 Vehicle Dock Adapter (VDA).  Forward-dockable only.",Panasonic Toughbook Acc.
PAN-CFVEK333LMP,CF-VEK333LMP,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Accessories//Other Accessories//Panasonic Toughbook Acc.,http://s7d5.scene7.com/is/image/ScanSource/icon-accessories,Panasonic offers a complete line of accessories for every solution,Panasonic Toughbook accessories,"PREMIUM KEYBOARD FOR CF-33 Mk1, Mk2. NEW IMPROVED, 3X BRIGHTER OUT-OF-THE-BOX. EMISSIVE RED BACKLIT (4 LEVELS). HANDLE/KICKSTAND - DISPLAY CAN BE OPENED TO ANY ANGLE. COMPATIBLE WITH TABLET, 33 LAPTOP VEHICLE DOCK, AND 33 DESKTOP DOCK. ETHERNET, SDXC (FULL-SIZE), HDMI, VGA, USB 2.0, USB 3.0 (2), SERIAL (USB), POWER, DOCKING CONNECTOR, KENSINGTON LOCK, TABLET RELEASE WITH LOCK/UNLOCK, LATCH ARM. FORWARD OR REVERSE-DOCKABLE TO CONVERTIBLE MODE",Panasonic Toughbook Acc.
PAN-CF-VEK331LMP,CF-VEK331LMP,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Accessories//Other Accessories//Panasonic Toughbook Acc.,http://s7d5.scene7.com/is/image/ScanSource/icon-accessories,Panasonic offers a complete line of accessories for every solution,Panasonic Toughbook accessories,"Premium Keyboard for CF-33.  Emissive Red Backlit (4 levels). Handle/kickstand - display can be opened to any angle.  Compatible with Tablet, 33 Laptop Vehicle Dock, and 33 Desktop Dock.  Ethernet, SDXC (full-size), HDMI, VGA, USB 2.0, USB 3.0 (2), Serial (USB), Power, Docking Connector, Kensington Lock, Tablet Release with Lock/Unlock, Latch Arm.  Forward or Reverse-dockable to Convertible Mode",Panasonic Toughbook Acc.
PCI-CFVEK331LMP,CFVEK331LMP,Panasonic Canada,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Mobile Computers//Hand-Held//Panasonic Toughbook CF-33,,,,"FULL RED BACKLIT KEYBOARD DOCK FOR CF-33. ETHERNET, SDXC (FULL-SIZE), HDMI, VGA, USB 2.0, USB 3.0 X2, SERIAL (USB), DOCKING CONNECTOR, HANDLE, KENSINGTON LOCK, TABLET RELEASE LEVER WITH LOCK/UNLOCK TAB",Panasonic Toughbook CF-33
PAN-CFVEK201LMP,CF-VEK201LMP,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Accessories//Other Accessories//Panasonic Toughbook Acc.,http://s7d5.scene7.com/is/image/ScanSource/icon-accessories,Panasonic offers a complete line of accessories for every solution,Panasonic Toughbook accessories,"SPARE/REPLACEMENT KEYBOARD FOR CF-20.  EMISSIVE WHITE BACKLIT (4 LEVELS).  HANDLE/KICKSTAND.  USB 3.0 (2), USB 2.0, SDXC (FULL SIZE), HDMI, VGA, SERIAL, LAN, KENSINGTON LOCK.",Panasonic Toughbook Acc.
PAN-CFVEBU13U,CF-VEBU13U,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Accessories//Other Accessories//Panasonic Toughbook Acc.,http://s7d5.scene7.com/is/image/ScanSource/icon-accessories,Panasonic offers a complete line of accessories for every solution,Panasonic Toughbook accessories,"Mini-Dock for CF-U1 with Serial ,LAN without smart card",Panasonic Toughbook Acc.
PAN-CFVEBU12U,CF-VEBU12U,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Accessories//Other Accessories//Panasonic Toughbook Acc.,http://s7d5.scene7.com/is/image/ScanSource/icon-accessories,Panasonic offers a complete line of accessories for every solution,Panasonic Toughbook accessories,"Mini-Dock for Serial ,LAN ,Smart card for the CF-U1",Panasonic Toughbook Acc.
PAN-CFVEBH21KU,CF-VEBH21KU,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Accessories//Other Accessories//Panasonic Toughbook Acc.,http://s7d5.scene7.com/is/image/ScanSource/icon-accessories,Panasonic offers a complete line of accessories for every solution,Panasonic Toughbook accessories,"Desktop Cradle (Spare 2-Bay Battery Charger, Black) for the CF-H2",Panasonic Toughbook Acc.
PAN-CFVEBH12U,CF-VEBH12U,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Accessories//Other Accessories//Panasonic Toughbook Acc.,http://s7d5.scene7.com/is/image/ScanSource/icon-accessories,Panasonic offers a complete line of accessories for every solution,Panasonic Toughbook accessories,"Magnetic Mini-Docking Station for CF-H1 Mk2, CF-H2 Mk1, Mk2",Panasonic Toughbook Acc.
PAN-CF-VEB541AU,CF-VEB541AU,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Accessories//Other Accessories//Panasonic Toughpad Accessories,http://s7d5.scene7.com/is/image/ScanSource/icon-accessories,Panasonic offers a complete line of accessories for every solution,Complete line of Panasonic accessories,"Desktop Port Replicator for CF-54Mk1, Mk2",Panasonic Toughpad Accessories
PAN-CFVEB522M,CF-VEB522M,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Accessories//Other Accessories//Panasonic Toughbook Acc.,http://s7d5.scene7.com/is/image/ScanSource/icon-accessories,Panasonic offers a complete line of accessories for every solution,Panasonic Toughbook accessories,"Desktop Port Replicator for CF-52 Mk1, 2, 3, 4 & 5",Panasonic Toughbook Acc.
PAN-CFVEB332M,CF-VEB332M,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Accessories//Chargers and Cradles//Panasonic Chargers and Cradles,http://s7d5.scene7.com/is/image/ScanSource/panasonic-chargerscradles,"<P><BR>Discover the larger array of charging options from Panasonic:</P>
<P></P>
<UL>
<LI>USB and Car Chargers</LI>
<LI>Single, four or five bay chargers</LI>
<LI>Charging cups and racks</LI></UL>",For all of your Panasonic charging needs,"DESKTOP DOCK CRADLE FOR CF-33 TABLET ONLY.  USB 3.0 (2), USB 2.0 (4), HDMI (2), SERIAL, LAN, KENSINGTON LOCK.  **NO AC ADAPTER INCLUDED**",Panasonic Chargers and Cradles
PAN-CF-VEB331U,CF-VEB331U,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Accessories//Other Accessories//Panasonic Toughpad Accessories,http://s7d5.scene7.com/is/image/ScanSource/icon-accessories,Panasonic offers a complete line of accessories for every solution,Complete line of Panasonic accessories,"Laptop Desktop Dock for CF-33. Requires Premium Keyboard (sold separately). Ethernet (2), HDMI, VGA, USB 2.0 (4), USB 3.0 (2), Serial, Power, Docking Connector, Kensington Lock, Release Lever and Power Button. **No AC Adapter included** (Minimum Order Quantity 4)",Panasonic Toughpad Accessories
PAN-CFVEB202U,CF-VEB202U,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Accessories//Chargers and Cradles//Panasonic Chargers and Cradles,http://s7d5.scene7.com/is/image/ScanSource/panasonic-chargerscradles,"<P><BR>Discover the larger array of charging options from Panasonic:</P>
<P></P>
<UL>
<LI>USB and Car Chargers</LI>
<LI>Single, four or five bay chargers</LI>
<LI>Charging cups and racks</LI></UL>",For all of your Panasonic charging needs,"DESKTOP DOCK PREMIUM CRADLE (TABLET ONLY) FOR CF-20. USB 3.0 (2), HDMI, VGA, SERIAL, LAN, KENSINGTON LOCK. **NO AC ADAPTER INCLUDED**",Panasonic Chargers and Cradles
PAN-CF-VEB201U,CF-VEB201U,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Accessories//Other Accessories//Panasonic Toughbook Acc.,http://s7d5.scene7.com/is/image/ScanSource/icon-accessories,Panasonic offers a complete line of accessories for every solution,Panasonic Toughbook accessories,Desktop Dock for CF-20 Mk1,Panasonic Toughbook Acc.
PAN-CFVDM312U,CF-VDM312U,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Accessories//Other Accessories//Panasonic Toughbook Acc.,http://s7d5.scene7.com/is/image/ScanSource/icon-accessories,Panasonic offers a complete line of accessories for every solution,Panasonic Toughbook accessories,"Super Multi Drive (SATA I/F, w/ Power DVD) for CF-31 Mk3, Mk4, Mk5",Panasonic Toughbook Acc.
PAN-CFVCB331M,CF-VCB331M,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Accessories//Chargers and Cradles//Panasonic Chargers and Cradles,http://s7d5.scene7.com/is/image/ScanSource/panasonic-chargerscradles,"<P><BR>Discover the larger array of charging options from Panasonic:</P>
<P></P>
<UL>
<LI>USB and Car Chargers</LI>
<LI>Single, four or five bay chargers</LI>
<LI>Charging cups and racks</LI></UL>",For all of your Panasonic charging needs,BATTERY CHARGER FOR CF-33 MK1 (MINIMUM ORDER QUANTITY 5),Panasonic Chargers and Cradles
PAN-CF-VCB201M,CF-VCB201M,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Mobile Computing//Accessories//Other Accessories//Panasonic Toughpad Accessories,http://s7d5.scene7.com/is/image/ScanSource/icon-accessories,Panasonic offers a complete line of accessories for every solution,Complete line of Panasonic accessories,"4-Bay Battery Charger for CF-20 Mk1, Mk2.   Includes 100W AC Adapter.",Panasonic Toughpad Accessories
PAN-CFSVMCLMTPSV9Y01,CF-SVMCLMTPSV9Y1U1,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Services//Other Services//Panasonic Toughbook Service,http://s7d5.scene7.com/is/image/ScanSource/icon-services,Toughbook warranties offer state of the art protection,Entitlement services for protecting your investment,MCL-VOICE DEVELOPER PACK-DEVELOPER PRO TERM 1 YEAR-MCL-VOICE DEVELOPER PACK INCLUDES : 1 X MCL-DESIGNER VOICE V4 + 1 X MCL-NET + 5 X MCL-CLIENTS VOICE + ACCESS TO MCL MOBILITY PLATFORM-ANNUAL CHARGE,Panasonic Toughbook Service
PAN-CFSVCXTAPOSBRE2Y,CF-SVCXTAPOSBRE2Y,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Services//Other Services//Panasonic Toughbook Service,http://s7d5.scene7.com/is/image/ScanSource/icon-services,Toughbook warranties offer state of the art protection,Entitlement services for protecting your investment,Prorated Ext. Warranty - Laptop (APOS) Years 4 & 5,Panasonic Toughbook Service
PAN-CFSVCWWMEAPOSY5,CF-SVCWWMEAPOSY5,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Services//Other Services//Panasonic Toughbook Service,http://s7d5.scene7.com/is/image/ScanSource/icon-services,Toughbook warranties offer state of the art protection,Entitlement services for protecting your investment,On-Site - Other Regions - APOS (Year 5),Panasonic Toughbook Service
PAN-CFSVCWWMEAPOS2Y,CF-SVCWWMEAPOS2Y,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Services//Other Services//Panasonic Toughbook Service,http://s7d5.scene7.com/is/image/ScanSource/icon-services,Toughbook warranties offer state of the art protection,Entitlement services for protecting your investment,On-Site - Other Regions - APOS (Years 4 & 5),Panasonic Toughbook Service
PAN-CFSVCWIREPINT,CF-SVCWIREPINT,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Services//Other Services//Panasonic Toughbook Service,http://s7d5.scene7.com/is/image/ScanSource/icon-services,Toughbook warranties offer state of the art protection,Entitlement services for protecting your investment,Configuration Center - Wireless Activation and Testing (One Time Only),Panasonic Toughbook Service
PAN-CFSVCWIREDEP,CF-SVCWIREDEP,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Services//Other Services//Panasonic Toughbook Service,http://s7d5.scene7.com/is/image/ScanSource/icon-services,Toughbook warranties offer state of the art protection,Entitlement services for protecting your investment,Wireless Activation and Testing  (One Time Only),Panasonic Toughbook Service
PAN-CFSVCW8LTNF3Y,CF-SVCW8LTNF3Y,Panasonic,CU,0001-01-01T00:00:00,,false,false,ScanSource NA,1700,Services//Other Services//Panasonic Toughbook Service,http://s7d5.scene7.com/is/image/ScanSource/icon-services,Toughbook warranties offer state of the art protection,Entitlement services for protecting your investment,"Product Specific - W8 - Protection Plus Laptop (Years 1, 2 & 3)",Panasonic Toughbook Service
